"Phase","Timestamp start","Timestamp end"
"1","1645505688329","1645505690040"
"1","1645505688330","1645505690041"
"1","1645505688381","1645505690042"
"1","1645505688414","1645505690042"
"1","1645505688414","1645505690042"
"1","1645505688416","1645505690042"
"1","1645505688421","1645505690043"
"1","1645505688425","1645505690043"
"1","1645505688428","1645505690043"
"1","1645505688428","1645505690044"
"1","1645505688435","1645505690044"
"1","1645505688438","1645505690044"
"1","1645505688444","1645505690044"
"1","1645505688444","1645505690045"
"1","1645505688477","1645505690045"
"1","1645505688477","1645505690046"
"1","1645505688478","1645505690046"
"1","1645505688478","1645505690046"
"1","1645505688556","1645505690047"
"1","1645505688558","1645505690048"
"1","1645505688560","1645505690048"
"1","1645505688562","1645505690048"
"1","1645505688564","1645505690053"
"1","1645505688565","1645505690053"
"1","1645505688565","1645505690054"
"1","1645505688566","1645505690054"
"1","1645505688566","1645505690056"
"1","1645505688567","1645505690056"
"1","1645505688567","1645505690056"
"1","1645505688568","1645505690056"
"1","1645505688568","1645505690057"
"1","1645505688569","1645505690057"
"1","1645505688569","1645505690057"
"1","1645505688570","1645505690058"
"1","1645505688571","1645505690058"
"1","1645505688572","1645505690059"
"1","1645505688572","1645505690060"
"1","1645505688573","1645505690060"
"1","1645505688573","1645505690060"
"1","1645505688573","1645505690061"
"1","1645505688574","1645505690061"
"1","1645505688574","1645505690061"
"1","1645505688574","1645505690061"
"1","1645505688574","1645505690062"
"1","1645505688575","1645505690062"
"1","1645505688575","1645505690063"
"1","1645505688576","1645505690063"
"1","1645505688576","1645505690064"
"1","1645505688577","1645505690064"
"1","1645505688577","1645505690064"
"1","1645505688578","1645505690065"
"1","1645505688579","1645505690065"
"1","1645505688580","1645505690065"
"1","1645505688581","1645505690066"
"1","1645505688582","1645505690066"
"1","1645505688582","1645505690066"
"1","1645505688583","1645505690067"
"1","1645505688583","1645505690067"
"1","1645505688584","1645505690067"
"1","1645505688586","1645505690067"
"1","1645505688586","1645505690068"
"1","1645505688586","1645505690068"
"1","1645505688587","1645505690068"
"1","1645505688587","1645505690068"
"1","1645505688588","1645505690069"
"1","1645505688588","1645505690077"
"1","1645505688588","1645505690087"
"1","1645505688588","1645505690087"
"1","1645505688589","1645505690088"
"1","1645505688589","1645505690088"
"1","1645505688590","1645505690089"
"1","1645505688590","1645505690089"
"1","1645505688590","1645505690089"
"1","1645505688590","1645505690090"
"1","1645505688591","1645505690090"
"1","1645505688592","1645505690091"
"1","1645505688593","1645505690091"
"1","1645505688593","1645505690091"
"1","1645505688594","1645505690091"
"1","1645505688594","1645505690091"
"1","1645505688594","1645505690091"
"1","1645505688595","1645505690092"
"1","1645505688595","1645505690093"
"1","1645505688595","1645505690093"
"1","1645505688596","1645505690093"
"1","1645505688596","1645505690094"
"1","1645505688596","1645505690094"
"1","1645505688597","1645505690095"
"1","1645505688597","1645505690095"
"1","1645505688597","1645505690095"
"1","1645505688598","1645505690096"
"1","1645505688598","1645505690096"
"1","1645505688598","1645505690096"
"1","1645505688599","1645505690096"
"1","1645505688599","1645505690097"
"1","1645505688599","1645505690097"
"1","1645505688600","1645505690098"
"1","1645505688600","1645505690098"
"1","1645505688600","1645505690098"
"1","1645505688601","1645505690099"
"1","1645505688602","1645505690099"
"1","1645505688603","1645505690100"
"1","1645505688603","1645505690100"
"1","1645505688603","1645505690100"
"1","1645505688604","1645505690101"
"1","1645505688604","1645505690101"
"1","1645505688604","1645505690101"
"1","1645505688604","1645505690102"
"1","1645505688605","1645505690102"
"1","1645505688606","1645505690102"
"1","1645505688606","1645505690102"
"1","1645505688607","1645505690103"
"1","1645505688608","1645505690103"
"1","1645505688608","1645505690103"
"1","1645505688609","1645505690104"
"1","1645505688609","1645505690104"
"1","1645505688610","1645505690104"
"1","1645505688610","1645505690104"
"1","1645505688611","1645505690104"
"1","1645505688612","1645505690105"
"1","1645505688614","1645505690105"
"1","1645505688614","1645505690105"
"1","1645505688614","1645505690105"
"1","1645505688615","1645505690106"
"1","1645505688616","1645505690106"
"1","1645505688616","1645505690106"
"1","1645505688616","1645505690106"
"1","1645505688616","1645505690106"
"1","1645505688617","1645505690106"
"1","1645505688617","1645505690107"
"1","1645505688618","1645505690107"
"1","1645505688618","1645505690108"
"1","1645505688619","1645505690108"
"1","1645505688619","1645505690109"
"1","1645505688619","1645505690109"
"1","1645505688620","1645505690109"
"1","1645505688620","1645505690109"
"1","1645505688620","1645505690110"
"1","1645505688621","1645505690110"
"1","1645505688621","1645505690110"
"1","1645505688621","1645505690110"
"1","1645505688622","1645505690111"
"1","1645505688622","1645505690111"
"1","1645505688622","1645505690111"
"1","1645505688623","1645505690112"
"1","1645505688623","1645505690112"
"1","1645505688624","1645505690112"
"1","1645505688624","1645505690113"
"1","1645505688625","1645505690113"
"1","1645505688625","1645505690114"
"1","1645505688626","1645505690114"
"1","1645505688627","1645505690114"
"1","1645505688627","1645505690114"
"1","1645505688628","1645505690114"
"1","1645505688628","1645505690114"
"1","1645505688629","1645505690115"
"1","1645505688629","1645505690115"
"1","1645505688629","1645505690116"
"1","1645505688630","1645505690116"
"1","1645505688630","1645505690116"
"1","1645505688631","1645505690116"
"1","1645505688631","1645505690116"
"1","1645505688631","1645505690117"
"1","1645505688632","1645505690117"
"1","1645505688632","1645505690118"
"1","1645505688633","1645505690118"
"1","1645505688633","1645505690118"
"1","1645505688633","1645505690119"
"1","1645505688634","1645505690119"
"1","1645505688634","1645505690119"
"1","1645505688635","1645505690119"
"1","1645505688636","1645505690120"
"1","1645505688636","1645505690120"
"1","1645505688637","1645505690121"
"1","1645505688637","1645505690121"
"1","1645505688638","1645505690121"
"1","1645505688638","1645505690122"
"1","1645505688639","1645505690122"
"1","1645505688639","1645505690123"
"1","1645505688640","1645505690123"
"1","1645505688640","1645505690124"
"1","1645505688640","1645505690125"
"1","1645505688641","1645505690130"
"1","1645505688641","1645505690130"
"1","1645505688642","1645505690131"
"1","1645505688642","1645505690131"
"1","1645505688643","1645505690131"
"1","1645505688643","1645505690131"
"1","1645505688643","1645505690132"
"1","1645505688643","1645505690132"
"1","1645505688644","1645505690132"
"1","1645505688644","1645505690132"
"1","1645505688644","1645505690133"
"1","1645505688644","1645505690133"
"1","1645505688645","1645505690135"
"1","1645505688645","1645505690135"
"1","1645505688645","1645505690135"
"1","1645505688646","1645505690136"
"1","1645505688646","1645505690136"
"1","1645505688647","1645505690136"
"1","1645505688647","1645505690137"
"1","1645505688648","1645505690137"
"1","1645505688648","1645505690137"
"1","1645505688648","1645505690138"
"1","1645505688649","1645505690138"
"1","1645505688649","1645505690139"
"1","1645505688650","1645505690143"
"1","1645505688650","1645505690144"
"1","1645505688650","1645505690145"
"1","1645505688650","1645505690146"
"1","1645505688651","1645505690146"
"1","1645505688651","1645505690147"
"1","1645505688651","1645505690147"
"1","1645505688652","1645505690151"
"1","1645505688652","1645505690154"
"1","1645505688653","1645505690154"
"1","1645505688653","1645505690176"
"1","1645505688653","1645505690185"
"1","1645505688653","1645505690190"
"1","1645505688654","1645505690192"
"1","1645505688655","1645505690194"
"1","1645505688655","1645505690197"
"1","1645505688655","1645505690198"
"1","1645505688656","1645505690199"
"1","1645505688656","1645505690202"
"1","1645505688658","1645505690202"
"1","1645505688658","1645505690203"
"1","1645505688658","1645505690204"
"1","1645505688659","1645505690204"
"1","1645505688659","1645505690205"
"1","1645505688660","1645505690207"
"1","1645505688660","1645505690207"
"1","1645505688661","1645505690211"
"1","1645505688661","1645505690211"
"1","1645505688661","1645505690211"
"1","1645505688662","1645505690211"
"1","1645505688662","1645505690216"
"1","1645505688662","1645505690217"
"1","1645505688663","1645505690219"
"1","1645505688664","1645505690223"
"1","1645505688664","1645505690223"
"1","1645505688664","1645505690224"
"1","1645505688665","1645505690230"
"1","1645505688665","1645505690231"
"1","1645505688666","1645505690231"
"1","1645505688667","1645505690231"
"1","1645505688667","1645505690233"
"1","1645505688667","1645505690233"
"1","1645505688669","1645505690238"
"1","1645505688670","1645505690238"
"1","1645505688670","1645505690239"
"1","1645505688671","1645505690243"
"1","1645505688671","1645505690243"
"1","1645505688671","1645505690243"
"1","1645505688672","1645505690243"
"1","1645505688672","1645505690245"
"1","1645505690040","1645505690245"
"1","1645505690041","1645505690245"
"1","1645505690042","1645505690258"
"1","1645505690042","1645505690272"
"1","1645505690042","1645505690274"
"1","1645505690043","1645505690274"
"1","1645505690043","1645505690283"
"1","1645505690043","1645505690285"
"1","1645505690043","1645505690310"
"1","1645505690044","1645505690310"
"1","1645505690044","1645505690358"
"1","1645505690044","1645505690359"
"1","1645505690044","1645505690359"
"1","1645505690045","1645505690360"
"1","1645505690045","1645505690360"
"1","1645505690046","1645505690364"
"1","1645505690046","1645505690365"
"1","1645505690046","1645505690372"
"1","1645505690047","1645505690373"
"1","1645505690048","1645505690382"
"1","1645505690048","1645505690387"
"1","1645505690048","1645505690388"
"1","1645505690053","1645505690388"
"1","1645505690053","1645505690391"
"1","1645505690054","1645505690391"
"1","1645505690054","1645505690394"
"1","1645505690056","1645505690403"
"1","1645505690056","1645505690403"
"1","1645505690056","1645505690406"
"1","1645505690056","1645505690411"
"1","1645505690057","1645505690416"
"1","1645505690057","1645505690420"
"1","1645505690057","1645505690425"
"1","1645505690058","1645505690427"
