"Phase","Timestamp start","Timestamp end"
"1","1645505560152","1645505561652"
"1","1645505560153","1645505561703"
"1","1645505560154","1645505561704"
"1","1645505560154","1645505561707"
"1","1645505560156","1645505561710"
"1","1645505560158","1645505561712"
"1","1645505560159","1645505561775"
"1","1645505560160","1645505561775"
"1","1645505560160","1645505561775"
"1","1645505560161","1645505561775"
"1","1645505560161","1645505561776"
"1","1645505560163","1645505561824"
"1","1645505560163","1645505561825"
"1","1645505560164","1645505561862"
"1","1645505560165","1645505561862"
"1","1645505560167","1645505561862"
"1","1645505560168","1645505561862"
"1","1645505560169","1645505561862"
"1","1645505560170","1645505561862"
"1","1645505560171","1645505561865"
"1","1645505560172","1645505561865"
"1","1645505560172","1645505561865"
"1","1645505560173","1645505561867"
"1","1645505560179","1645505562233"
"1","1645505560180","1645505562235"
"1","1645505560181","1645505562236"
"1","1645505560183","1645505562236"
"1","1645505560185","1645505562238"
"1","1645505560188","1645505562241"
"1","1645505560195","1645505562241"
"1","1645505560195","1645505562242"
"1","1645505560196","1645505562247"
"1","1645505560196","1645505562311"
"1","1645505560197","1645505562313"
"1","1645505560198","1645505562314"
"1","1645505560199","1645505562315"
"1","1645505560199","1645505562320"
"1","1645505560200","1645505562355"
"1","1645505560215","1645505562356"
"1","1645505560216","1645505562363"
"1","1645505560221","1645505562363"
"1","1645505560222","1645505562364"
"1","1645505560228","1645505562364"
"1","1645505560235","1645505562364"
"1","1645505560236","1645505562365"
"1","1645505560237","1645505562368"
"1","1645505560237","1645505562369"
"1","1645505560238","1645505562371"
"1","1645505560244","1645505562371"
"1","1645505560244","1645505562371"
"1","1645505560245","1645505562372"
"1","1645505560247","1645505562372"
"1","1645505560248","1645505562373"
"1","1645505560249","1645505562374"
"1","1645505560250","1645505562374"
"1","1645505560250","1645505562374"
"1","1645505560255","1645505562374"
"1","1645505560255","1645505562375"
"1","1645505560256","1645505562377"
"1","1645505560257","1645505562377"
"1","1645505560258","1645505562378"
"1","1645505560258","1645505562379"
"1","1645505560260","1645505562382"
"1","1645505560261","1645505562382"
"1","1645505560262","1645505562382"
"1","1645505560263","1645505562382"
"1","1645505560263","1645505562384"
"1","1645505560268","1645505562387"
"1","1645505560271","1645505562387"
"1","1645505560272","1645505562388"
"1","1645505560272","1645505562389"
"1","1645505560274","1645505562391"
"1","1645505560274","1645505562391"
"1","1645505560275","1645505562391"
"1","1645505560276","1645505562392"
"1","1645505560277","1645505562392"
"1","1645505560277","1645505562392"
"1","1645505560278","1645505562394"
"1","1645505560279","1645505562394"
"1","1645505560280","1645505562394"
"1","1645505560281","1645505562394"
"1","1645505560281","1645505562395"
"1","1645505560282","1645505562395"
"1","1645505560283","1645505562395"
"1","1645505560283","1645505562395"
"1","1645505560283","1645505562395"
"1","1645505560288","1645505562397"
"1","1645505560290","1645505562397"
"1","1645505560290","1645505562397"
"1","1645505560294","1645505562397"
"1","1645505560298","1645505562397"
"1","1645505560300","1645505562397"
"1","1645505560306","1645505562397"
"1","1645505560307","1645505562398"
"1","1645505560308","1645505562398"
"1","1645505560310","1645505562402"
"1","1645505560312","1645505562402"
"1","1645505560324","1645505562402"
"1","1645505560331","1645505562402"
"1","1645505560332","1645505562403"
"1","1645505560333","1645505562403"
"1","1645505560335","1645505562403"
"1","1645505560336","1645505562403"
"1","1645505560336","1645505562403"
"1","1645505560337","1645505562404"
"1","1645505560337","1645505562404"
"1","1645505560338","1645505562404"
"1","1645505560338","1645505562404"
"1","1645505560339","1645505562405"
"1","1645505560339","1645505562405"
"1","1645505560339","1645505562405"
"1","1645505560339","1645505562405"
"1","1645505560340","1645505562405"
"1","1645505560340","1645505562406"
"1","1645505560341","1645505562406"
"1","1645505560342","1645505562406"
"1","1645505560342","1645505562406"
"1","1645505560342","1645505562406"
"1","1645505560343","1645505562406"
"1","1645505560343","1645505562406"
"1","1645505560346","1645505562406"
"1","1645505560347","1645505562408"
"1","1645505560353","1645505562408"
"1","1645505560358","1645505562408"
"1","1645505560358","1645505562409"
"1","1645505560359","1645505562409"
"1","1645505560359","1645505562409"
"1","1645505560360","1645505562410"
"1","1645505561652","1645505562411"
"1","1645505561703","1645505562427"
"1","1645505561704","1645505564645"
"1","1645505561707","1645505564645"
"1","1645505561710","1645505564646"
"1","1645505561712","1645505564652"
"1","1645505561775","1645505564658"
"1","1645505561775","1645505564671"
"1","1645505561775","1645505564694"
"1","1645505561775","1645505564708"
"1","1645505561776","1645505564714"
"1","1645505561824","1645505564716"
"1","1645505561825","1645505564717"
"1","1645505561862","1645505564733"
"1","1645505561862","1645505564733"
"1","1645505561862","1645505564735"
"1","1645505561862","1645505564737"
"1","1645505561862","1645505564738"
"1","1645505561862","1645505564743"
"1","1645505561865","1645505564743"
"1","1645505561865","1645505564744"
"1","1645505561865","1645505564744"
"1","1645505561867","1645505564747"
"1","1645505562233","1645505564749"
"1","1645505562235","1645505564750"
"1","1645505562236","1645505564752"
"1","1645505562236","1645505564753"
"1","1645505562238","1645505564754"
"1","1645505562241","1645505564756"
"1","1645505562241","1645505564756"
"1","1645505562242","1645505564758"
"1","1645505562247","1645505564758"
"1","1645505562311","1645505564760"
"1","1645505562313","1645505564766"
"1","1645505562314","1645505564767"
