"Phase","Timestamp start","Timestamp end"
"1","1646018720059","1646018721440"
"1","1646018720059","1646018721440"
"1","1646018720059","1646018721441"
"1","1646018720060","1646018721441"
"1","1646018720060","1646018721442"
"1","1646018720060","1646018721442"
"1","1646018720061","1646018721442"
"1","1646018720068","1646018721442"
"1","1646018720071","1646018721444"
"1","1646018720076","1646018721444"
"1","1646018720078","1646018721444"
"1","1646018720091","1646018721445"
"1","1646018720093","1646018721445"
"1","1646018720110","1646018721445"
"1","1646018720113","1646018721449"
"1","1646018720117","1646018721449"
"1","1646018720123","1646018721450"
"1","1646018720184","1646018721450"
"1","1646018720221","1646018721450"
"1","1646018720221","1646018721451"
"1","1646018720221","1646018721452"
"1","1646018720221","1646018721454"
"1","1646018720224","1646018721454"
"1","1646018720225","1646018721455"
"1","1646018720226","1646018721455"
"1","1646018720227","1646018721457"
"1","1646018720227","1646018721460"
"1","1646018720228","1646018721462"
"1","1646018720228","1646018721464"
"1","1646018720228","1646018721464"
"1","1646018720229","1646018721465"
"1","1646018720230","1646018721465"
"1","1646018720231","1646018721466"
"1","1646018720231","1646018721466"
"1","1646018720232","1646018721466"
"1","1646018720232","1646018721467"
"1","1646018720232","1646018721467"
"1","1646018720233","1646018721468"
"1","1646018720234","1646018721468"
"1","1646018720234","1646018721469"
"1","1646018720235","1646018721469"
"1","1646018720235","1646018721469"
"1","1646018720236","1646018721470"
"1","1646018720240","1646018721470"
"1","1646018720240","1646018721470"
"1","1646018720241","1646018721471"
"1","1646018720242","1646018721471"
"1","1646018720243","1646018721472"
"1","1646018720244","1646018721472"
"1","1646018720246","1646018721473"
"1","1646018720248","1646018721473"
"1","1646018720248","1646018721474"
"1","1646018720248","1646018721474"
"1","1646018720249","1646018721474"
"1","1646018720249","1646018721474"
"1","1646018720249","1646018721475"
"1","1646018720250","1646018721475"
"1","1646018720250","1646018721476"
"1","1646018720250","1646018721476"
"1","1646018720250","1646018721477"
"1","1646018720251","1646018721477"
"1","1646018720251","1646018721477"
"1","1646018720251","1646018721477"
"1","1646018720251","1646018721478"
"1","1646018720252","1646018721478"
"1","1646018720252","1646018721479"
"1","1646018720252","1646018721481"
"1","1646018720252","1646018721481"
"1","1646018720253","1646018721481"
"1","1646018720253","1646018721481"
"1","1646018720253","1646018721482"
"1","1646018720253","1646018721482"
"1","1646018720254","1646018721483"
"1","1646018720254","1646018721483"
"1","1646018720265","1646018721484"
"1","1646018720266","1646018721485"
"1","1646018720267","1646018721485"
"1","1646018720267","1646018721485"
"1","1646018720268","1646018721485"
"1","1646018720268","1646018721485"
"1","1646018720268","1646018721485"
"1","1646018720269","1646018721486"
"1","1646018720269","1646018721486"
"1","1646018720269","1646018721487"
